algo1,algo2,method,gamma_pref,treatment_percentage,TUR_algo_1,TUR_algo_2,TE,Percentage_TE
Item,Item,Ref,1.0,0.0,[0.4522632  0.38357146 0.52200113],[0.45189342 0.37656691 0.52070858],[ 0.00036978 -0.08235544  0.07451837  0.00160151],[-0.00300834 -0.19628647  0.15579351  0.0081475 ]
User,User,Ref,1.0,0.0,[0.09890271 0.06956845 0.15099601],[0.09824968 0.0700441  0.14087868],[ 0.00065303 -0.02298073  0.02522869  0.00015125],[-0.00172387 -0.25545871  0.21948807  0.01530416]
Random,Random,Ref,1.0,0.0,[0.47221004 0.45811921 0.48632778],[0.47270137 0.45799799 0.48768301],[-0.00049132 -0.0211757   0.0223773   0.00012344],[-0.00131505 -0.04608157  0.04598976  0.00054949]
Ideal,Ideal,Ref,1.0,0.0,[0.9994252 0.9984846 1.       ],[0.99941886 0.99844435 1.        ],[ 6.33846084e-06 -1.23515024e-03  1.41892103e-03  4.58408886e-07],[ 6.11788997e-06 -1.23667774e-03  1.41892780e-03  4.65922707e-07]
Item,Ideal,Naive,1.0,0.6,[0.95352557 0.9178504  0.97803743],[0.99944175 0.99861056 1.        ],[-0.04591619 -0.0818486  -0.02099431  0.000241  ],[-0.04847857 -0.08919328 -0.02147807  0.00035022]
Item,Random,Naive,1.0,0.6,[0.50312739 0.42702419 0.58022858],[0.47213526 0.45777778 0.48575927],[ 0.03099213 -0.04615905  0.11150785  0.00161774],[ 0.05561937 -0.10884616  0.19278118  0.00608848]
Item,User,Naive,1.0,0.6,[0.40246059 0.31936111 0.48503874],[0.28498833 0.17377173 0.39527282],[0.11747226 0.01472334 0.23044467 0.00302841],[0.2901359  0.03850222 0.54101001 0.01738445]
Ideal,Item,Naive,1.0,0.6,[0.99941084 0.99823171 1.        ],[0.93302484 0.87355775 0.96501124],[0.066386   0.03414728 0.12580499 0.00054672],[0.0664244  0.0341956  0.12588519 0.00055622]
Ideal,Random,Naive,1.0,0.6,[0.99941976 0.99824561 1.        ],[0.47227734 0.45925612 0.48542205],[5.2714243e-01 5.1377966e-01 5.4005426e-01 4.4926242e-05],[5.27448232e-01 5.14038856e-01 5.40493138e-01 4.58163204e-05]
Ideal,User,Naive,1.0,0.6,[0.99944342 0.9982716  1.        ],[0.6656544  0.3211629  0.88052087],[0.33378901 0.11900677 0.67775986 0.02031738],[0.33398182 0.11906215 0.67849073 0.0224374 ]
Random,Item,Naive,1.0,0.6,[0.47229646 0.45630962 0.48947619],[0.47734065 0.40670327 0.5427452 ],[-0.00504419 -0.07305883  0.06737809  0.00128348],[-0.01104502 -0.15594099  0.14041166  0.00583662]
Random,Ideal,Naive,1.0,0.6,[0.47236693 0.45497037 0.48970241],[0.99941582 0.99849276 1.        ],[-5.27048890e-01 -5.44193280e-01 -5.09717400e-01  7.73496917e-05],[-1.11651907 -1.19598533 -1.04080834  0.00160993]
Random,User,Naive,1.0,0.6,[0.47262588 0.45523677 0.48976796],[0.11271842 0.08169811 0.16378203],[0.35990746 0.30650756 0.39480034 0.00050732],[0.76147274 0.65015458 0.82720723 0.001935  ]
User,Ideal,Naive,1.0,0.6,[0.88825445 0.75465033 0.94848701],[0.99940208 0.99851824 1.        ],[-0.11114763 -0.24489234 -0.05096485  0.00244741],[-0.12987426 -0.32451111 -0.0537213   0.00638687]
User,Random,Naive,1.0,0.6,[0.13170065 0.09344697 0.19206349],[0.47202645 0.45838151 0.48539759],[-0.3403258  -0.38222222 -0.27708571  0.00071934],[-2.71064328 -4.06319774 -1.47037531  0.45773673]
User,Item,Naive,1.0,0.6,[0.36306071 0.25446919 0.467649  ],[0.42170969 0.3457327  0.49519263],[-0.05864898 -0.15959245  0.0271041   0.0022683 ],[-0.18222682 -0.55992545  0.06043912  0.02951989]
Item,Ideal,Split,1.0,0.6,[0.33614969 0.24390303 0.42948611],[0.99941999 0.9985422  1.        ],[-0.6632703  -0.75588046 -0.56996368  0.00224939],[-2.03642138 -3.09910363 -1.32708371  0.21292952]
Item,Random,Split,1.0,0.6,[0.33912358 0.2464851  0.43445894],[0.47239709 0.4598109  0.48606872],[-0.13327352 -0.22716714 -0.03707239  0.00235163],[-0.42380691 -0.92172897 -0.08619961  0.04770072]
Item,User,Split,1.0,0.6,[0.33509646 0.24243765 0.42435881],[0.10957504 0.06900127 0.18710166],[0.22552142 0.10407958 0.33618075 0.00350576],[0.66470483 0.38963173 0.82231158 0.01244609]
Ideal,Item,Split,1.0,0.6,[0.99939355 0.99824561 1.        ],[0.38775303 0.30275541 0.46342947],[0.61164052 0.53508691 0.69669127 0.00169955],[0.61201167 0.53578154 0.69705584 0.00162822]
Ideal,Random,Split,1.0,0.6,[0.99941788 0.99837398 1.        ],[0.47206703 0.45888034 0.48623217],[5.2735085e-01 5.1374010e-01 5.4073808e-01 4.7434072e-05],[5.27657810e-01 5.13751037e-01 5.40883854e-01 4.85398676e-05]
Ideal,User,Split,1.0,0.6,[0.99943973 0.99833333 1.        ],[0.10949028 0.06498898 0.18434689],[8.89949440e-01 8.15398480e-01 9.34275570e-01 9.19653434e-04],[0.89044806 0.81560493 0.93490436 0.00101441]
Random,Item,Split,1.0,0.6,[0.471791   0.45555556 0.48889706],[0.38742904 0.30460614 0.46508433],[0.08436196 0.00462656 0.1691374  0.00176123],[0.17857355 0.01001867 0.3568305  0.00764091]
Random,Ideal,Split,1.0,0.6,[0.47198568 0.45612007 0.48890071],[0.99942247 0.99858907 1.        ],[-5.27436790e-01 -5.43510550e-01 -5.10518630e-01  7.08342087e-05],[-1.11822169 -1.19158509 -1.04421745  0.00156562]
Random,User,Split,1.0,0.6,[0.47201428 0.45386297 0.48866384],[0.11243937 0.06555508 0.19678373],[0.35957492 0.26996904 0.41194748 0.00131182],[0.76172787 0.57645046 0.86144381 0.00530355]
User,Ideal,Split,1.0,0.6,[0.12627628 0.06457229 0.22055968],[0.9994031  0.99851852 1.        ],[-0.87312682 -0.93435336 -0.77857243  0.00157927],[ -7.77631036 -14.47031131  -3.52974711   8.3648976 ]
User,Random,Split,1.0,0.6,[0.12311882 0.06249053 0.21560979],[0.4721099  0.45918434 0.48571886],[-0.34899108 -0.41225379 -0.25812305  0.00154599],[-3.26026185 -6.51136263 -1.19356201  1.93115215]
User,Item,Split,1.0,0.6,[0.12401256 0.06553914 0.21060554],[0.38984852 0.30912143 0.4674157 ],[-0.26583595 -0.37516175 -0.13788769  0.00366377],[-2.48703916 -5.31980674 -0.67079132  1.51686519]
Item,Ideal,Cluster,1.0,0.6,[0.85454366 0.70020257 0.94882576],[0.99941963 0.9984127  1.        ],[-0.14487597 -0.29956986 -0.05006542  0.00405121],[-0.17814694 -0.42783318 -0.05272301  0.01110232]
Item,Random,Cluster,1.0,0.57,[0.52662962 0.41614374 0.61957672],[0.47263329 0.45900309 0.48581356],[ 0.05399633 -0.06090012  0.14991099  0.00289211],[ 0.09298822 -0.1470028   0.24135328  0.00968265]
Item,User,Cluster,1.0,0.58,[0.41991447 0.31108586 0.52393393],[0.24816587 0.14850345 0.3668766 ],[0.1717486  0.04653598 0.3001129  0.00418454],[0.40502894 0.12137147 0.6382275  0.01724829]
Ideal,Item,Cluster,1.0,0.61,[0.99942638 0.99777778 1.        ],[0.76416629 0.61649295 0.90391438],[0.23526009 0.0949021  0.38221857 0.00537216],[0.23540371 0.09501457 0.38265781 0.00595052]
Ideal,Random,Cluster,1.0,0.53,[0.99937607 0.99756923 1.        ],[0.47228867 0.45987929 0.48569304],[5.27087390e-01 5.13389560e-01 5.40001980e-01 4.60889277e-05],[5.27415562e-01 5.13919156e-01 5.40114624e-01 4.62227612e-05]
Ideal,User,Cluster,1.0,0.6,[0.99940066 0.99777778 1.        ],[0.51024819 0.20925373 0.76762781],[0.48915247 0.23223931 0.7906935  0.02029565],[0.48947096 0.23237219 0.79073926 0.02268984]
Random,Item,Cluster,1.0,0.64,[0.47144051 0.45444136 0.48836043],[0.49696588 0.39979605 0.57654122],[-0.02552537 -0.10782515  0.07240943  0.002114  ],[-0.0545659  -0.23070704  0.1531347   0.00974735]
Random,Ideal,Cluster,1.0,0.61,[0.47258763 0.45388782 0.4892162 ],[0.99939908 0.99833333 1.        ],[-5.26811450e-01 -5.45690300e-01 -5.10266450e-01  8.16618823e-05],[-1.11546519 -1.20204765 -1.04252095  0.00155285]
Random,User,Cluster,1.0,0.59,[0.47229881 0.45555556 0.48859719],[0.11704379 0.08203472 0.17187276],[0.35525502 0.29689396 0.39482022 0.00062406],[0.75202827 0.63409069 0.8264461  0.00256539]
User,Ideal,Cluster,1.0,0.62,[0.69441916 0.38826221 0.87437688],[0.99943112 0.99832285 1.        ],[-0.30501196 -0.60917719 -0.12491248  0.01526137],[-0.51144648 -1.56899817 -0.1427482   0.17358905]
User,Random,Cluster,1.0,0.55,[0.1389722  0.09240321 0.22328483],[0.47214307 0.4586765  0.48537456],[-0.33317088 -0.38173481 -0.24789592  0.00116572],[-2.58009028 -4.13956849 -1.09284829  0.61127304]
User,Item,Cluster,1.0,0.58,[0.30966834 0.18815969 0.43369886],[0.42560673 0.33653949 0.51209668],[-0.11593839 -0.24670133  0.01685689  0.00452044],[-0.4286314  -1.21615474  0.04121683  0.09978999]
Item,Ideal,User-corpus,1.0,0.6,[0.28547509 0.22376984 0.35003157],[0.98978219 0.98476659 0.99404886],[-0.7043071  -0.7659851  -0.63988552  0.00104984],[-2.51336277 -3.42169567 -1.83416285  0.16893668]
Item,Random,User-corpus,1.0,0.6,[0.28547509 0.22376984 0.35003157],[0.43849059 0.42302893 0.45354122],[-0.15301549 -0.21603223 -0.08578433  0.00113257],[-0.55660691 -0.96966421 -0.24356167  0.03430339]
Item,User,User-corpus,1.0,0.6,[0.28547509 0.22376984 0.35003157],[0.08990329 0.04807982 0.15816027],[0.1955718  0.10007774 0.2844205  0.00225159],[0.67883414 0.3971568  0.84086068 0.01376008]
Ideal,Item,User-corpus,1.0,0.6,[0.9732807  0.96014457 0.98450417],[0.36516184 0.29721369 0.43659295],[0.60811886 0.53508201 0.67463765 0.00126948],[0.62482733 0.55141735 0.69357525 0.00134224]
Ideal,Random,User-corpus,1.0,0.6,[0.9732807  0.96014457 0.98450417],[0.43849059 0.42302893 0.45354122],[5.34790119e-01 5.12644690e-01 5.56544155e-01 1.21302481e-04],[5.49441259e-01 5.31217310e-01 5.67887484e-01 8.27932997e-05]
Ideal,User,User-corpus,1.0,0.6,[0.9732807  0.96014457 0.98450417],[0.08990329 0.04807982 0.15816027],[8.83377412e-01 8.14157185e-01 9.27693956e-01 8.84995845e-04],[9.07630540e-01 8.37927477e-01 9.50756672e-01 9.04745262e-04]
Random,Item,User-corpus,1.0,0.6,[0.40024682 0.37744526 0.42037698],[0.36516184 0.29721369 0.43659295],[ 0.03508497 -0.0390651   0.10857618  0.00138715],[ 0.08703018 -0.10008999  0.26352982  0.00857101]
Random,Ideal,User-corpus,1.0,0.6,[0.40024682 0.37744526 0.42037698],[0.98978219 0.98476659 0.99404886],[-5.89535376e-01 -6.13899471e-01 -5.67600227e-01  1.35603996e-04],[-1.47479698 -1.62643814 -1.35257141  0.00477519]
Random,User,User-corpus,1.0,0.6,[0.40024682 0.37744526 0.42037698],[0.08990329 0.04807982 0.15816027],[0.31034352 0.23801796 0.36003526 0.00102029],[0.77507343 0.60213245 0.87970586 0.00549656]
User,Ideal,User-corpus,1.0,0.6,[0.07751266 0.03280962 0.14001254],[0.98978219 0.98476659 0.99404886],[-9.12269530e-01 -9.57123131e-01 -8.50902599e-01  7.45998439e-04],[-13.62829094 -29.157201    -6.06453137  36.16209524]
User,Random,User-corpus,1.0,0.6,[0.07751266 0.03280962 0.14001254],[0.43849059 0.42302893 0.45354122],[-0.36097792 -0.41123518 -0.29436624  0.0008511 ],[ -5.48565349 -12.40830182  -2.10126235   7.20646489]
User,Item,User-corpus,1.0,0.6,[0.07751266 0.03280962 0.14001254],[0.36516184 0.29721369 0.43659295],[-0.28764918 -0.38207153 -0.19306329  0.00237088],[ -4.43594587 -10.45921779  -1.50294604   5.89820474]
Item,Ideal,Naive,1.0,0.5,[0.94622947 0.90157946 0.9736463 ],[0.99945251 0.99844444 1.        ],[-0.05322304 -0.0977497  -0.02577171  0.00033715],[-0.05668432 -0.1083655  -0.02646895  0.00047869]
Item,Random,Naive,1.0,0.5,[0.48692672 0.41623358 0.55760566],[0.47230388 0.456275   0.48780944],[ 0.01462283 -0.05870238  0.08834409  0.00140714],[ 0.02414569 -0.1432253   0.16014823  0.00622149]
Item,User,Naive,1.0,0.5,[0.41167028 0.32833013 0.48851867],[0.32847406 0.22130902 0.43699909],[ 0.08319622 -0.01650669  0.18669507  0.00268709],[ 0.20052144 -0.03890018  0.43880572  0.01504155]
Ideal,Item,Naive,1.0,0.5,[0.99940898 0.99834515 1.        ],[0.94607181 0.89898827 0.97246377],[0.05333717 0.02713556 0.1004921  0.00035019],[0.05336801 0.0271529  0.10054943 0.00032394]
Ideal,Random,Naive,1.0,0.5,[0.99941817 0.99838339 1.        ],[0.47218899 0.4571751  0.48752848],[5.27229180e-01 5.12035030e-01 5.42345770e-01 5.97889525e-05],[5.27536007e-01 5.12256063e-01 5.42516444e-01 5.63546249e-05]
Ideal,User,Naive,1.0,0.5,[0.99945523 0.99844948 1.        ],[0.81111898 0.54356144 0.9242209 ],[0.18833625 0.07549599 0.45552088 0.00939836],[0.18844135 0.07553697 0.45593929 0.00883404]
Random,Item,Naive,1.0,0.5,[0.47245103 0.45832265 0.48744183],[0.48762244 0.41716423 0.55963126],[-0.01517141 -0.09053016  0.05815831  0.00143874],[-0.03244037 -0.19555593  0.12201436  0.0062192 ]
Random,Ideal,Naive,1.0,0.5,[0.47229979 0.45710594 0.48621444],[0.99942041 0.99837949 1.        ],[-5.2712062e-01 -5.4229298e-01 -5.1345620e-01  5.4115465e-05],[-1.11664613 -1.18701089 -1.05595826  0.00122147]
Random,User,Naive,1.0,0.5,[0.47264671 0.45752865 0.48774404],[0.12034272 0.08769854 0.17850324],[0.35230398 0.2947014  0.38736509 0.00055879],[0.74536516 0.62580112 0.81579016 0.00227755]
User,Ideal,Naive,1.0,0.5,[0.81706939 0.55957056 0.93356532],[0.99940446 0.99837963 1.        ],[-0.18233507 -0.43912038 -0.0662166   0.00904943],[-0.24595247 -0.78474534 -0.07092873  0.04049165]
User,Random,Naive,1.0,0.5,[0.12074685 0.08577705 0.17756165],[0.4722172  0.45798424 0.48683441],[-0.35147035 -0.39056203 -0.29128611  0.00064138],[-3.04618615 -4.53376938 -1.65890611  0.53425049]
User,Item,Naive,1.0,0.5,[0.32756457 0.21539464 0.44168009],[0.4124702  0.33095121 0.49087609],[-0.08490563 -0.18895208  0.01620602  0.00273908],[-0.29030574 -0.79629075  0.04071511  0.04843584]
Item,Ideal,Split,1.0,0.5,[0.36513136 0.27306973 0.44883987],[0.99942207 0.99844444 1.        ],[-0.63429071 -0.72634823 -0.55001233  0.00202353],[-1.78011149 -2.66116207 -1.22549101  0.13025734]
Item,Random,Split,1.0,0.5,[0.36739538 0.28030593 0.45464096],[0.47241136 0.45685931 0.48800085],[-0.10501598 -0.19372972 -0.0153229   0.00207134],[-0.30589075 -0.70116148 -0.03397397  0.02835435]
Item,User,Split,1.0,0.5,[0.36273702 0.2777551  0.44520158],[0.11592198 0.0653924  0.20208108],[0.24681505 0.11141559 0.35858214 0.00397564],[0.67322525 0.37765407 0.83480796 0.01389109]
Ideal,Item,Split,1.0,0.5,[0.99939232 0.99838373 1.        ],[0.36430091 0.28028848 0.44915123],[0.6350914  0.55040849 0.71906102 0.00185103],[0.63547824 0.55052445 0.71952661 0.00190617]
Ideal,Random,Split,1.0,0.5,[0.99941311 0.99850427 1.        ],[0.47207789 0.45694374 0.48802288],[5.27335220e-01 5.11524280e-01 5.42669150e-01 6.31249302e-05],[5.27644650e-01 5.11750565e-01 5.42931778e-01 5.99187593e-05]
Ideal,User,Split,1.0,0.5,[0.99944012 0.99853179 1.        ],[0.11444567 0.06538131 0.19937081],[0.88499445 0.79998887 0.9341673  0.00117164],[0.88549005 0.80050054 0.93458916 0.0012286 ]
Random,Item,Split,1.0,0.5,[0.47191485 0.45827145 0.48624717],[0.36357165 0.27821995 0.44934817],[0.10834321 0.01656627 0.192155   0.00200642],[0.2294145  0.03537853 0.40583117 0.00897023]
Random,Ideal,Split,1.0,0.5,[0.47193697 0.45681748 0.4866712 ],[0.99942669 0.99844444 1.        ],[-5.27489720e-01 -5.42692240e-01 -5.12705450e-01  5.85177774e-05],[-1.11827552 -1.18802104 -1.05310757  0.00119877]
Random,User,Split,1.0,0.5,[0.47206436 0.45579697 0.48670749],[0.11778886 0.06559524 0.20619065],[0.35427551 0.26554688 0.40796334 0.00131992],[0.75046807 0.56506452 0.85927527 0.00613379]
User,Ideal,Split,1.0,0.5,[0.1187687  0.06862473 0.20876911],[0.99940474 0.99841187 1.        ],[-0.88063604 -0.92979656 -0.78999437  0.00127191],[ -8.19419893 -13.54914485  -3.78405944   7.06588938]
User,Random,Split,1.0,0.5,[0.11578079 0.06337405 0.19958861],[0.47197785 0.4569161  0.48715065],[-0.35619705 -0.41007159 -0.27078658  0.00126252],[-3.46564651 -6.40455378 -1.34262663  1.74381938]
User,Item,Split,1.0,0.5,[0.11712049 0.06323333 0.20102789],[0.36561755 0.2785     0.44889216],[-0.24849706 -0.3582575  -0.116       0.00381929],[-2.44295964 -5.11324341 -0.60581428  1.43839053]
Item,Ideal,Cluster,1.0,0.49,[0.8159952  0.67643513 0.93030303],[0.99944044 0.99814815 1.        ],[-0.18344525 -0.32333196 -0.06908685  0.00420662],[-0.23511331 -0.47799417 -0.07426274  0.01337245]
Item,Random,Cluster,1.0,0.5,[0.51031578 0.40833056 0.5948904 ],[0.47258027 0.45729627 0.48785115],[ 0.03773552 -0.06611953  0.11947482  0.0022416 ],[ 0.06546918 -0.16266857  0.20266482  0.00869948]
Item,User,Cluster,1.0,0.48,[0.42468885 0.32041236 0.5183981 ],[0.2824828  0.16684384 0.40205152],[0.14220605 0.01845533 0.26572913 0.00397909],[0.33158396 0.04594809 0.58486175 0.01862419]
Ideal,Item,Cluster,1.0,0.47,[0.99941713 0.99807669 1.        ],[0.81111427 0.65368187 0.93152574],[0.18830286 0.06823962 0.34517784 0.00499107],[0.18841694 0.06825562 0.34553972 0.00580672]
Ideal,Random,Cluster,1.0,0.42,[0.99938439 0.99803773 1.        ],[0.47216129 0.45816245 0.48747056],[5.27223100e-01 5.12024030e-01 5.41526510e-01 5.66428263e-05],[5.27547030e-01 5.12277746e-01 5.41789690e-01 5.54434554e-05]
Ideal,User,Cluster,1.0,0.49,[0.99941702 0.99814815 1.        ],[0.60995353 0.28950198 0.83012042],[0.38946349 0.16903576 0.70991216 0.01903811],[0.38971111 0.16917853 0.71032845 0.02047073]
Random,Item,Cluster,1.0,0.5,[0.47152483 0.45777541 0.48540745],[0.51033717 0.40418239 0.59459709],[-0.03881234 -0.12703094  0.06814368  0.00247899],[-0.08269909 -0.27027784  0.14220799  0.01083813]
Random,Ideal,Cluster,1.0,0.5,[0.47250414 0.45704935 0.48767752],[0.9993925  0.99810875 1.        ],[-5.26888360e-01 -5.42479500e-01 -5.11519200e-01  6.23789681e-05],[-1.11564793e+00 -1.18571149e+00 -1.04862660e+00  1.17374916e-03]
Random,User,Cluster,1.0,0.5,[0.47219596 0.45663819 0.48571515],[0.12601278 0.08720845 0.20170703],[0.34618318 0.27046897 0.38990582 0.00092833],[0.73294462 0.57561042 0.81753894 0.00364294]
User,Ideal,Cluster,1.0,0.48,[0.6077919  0.28975556 0.82273965],[0.99941569 0.99814716 1.        ],[-0.39162379 -0.70890217 -0.17647153  0.0184482 ],[-0.77437074 -2.44655318 -0.21456863  0.35244521]
User,Random,Cluster,1.0,0.48,[0.12752594 0.0859515  0.20844136],[0.47196384 0.45794457 0.486326  ],[-0.3444379  -0.39012835 -0.26281629  0.00105479],[-2.88313517 -4.49043138 -1.27097954  0.67109838]
User,Item,Cluster,1.0,0.45,[0.27927163 0.16981459 0.39713014],[0.42181381 0.32296256 0.50961119],[-0.14254219 -0.2671003  -0.02409431  0.00384292],[-0.57127338 -1.45809062 -0.06835225  0.12330739]
Item,Ideal,User-corpus,1.0,0.5,[0.33105991 0.26311663 0.40021991],[0.98550329 0.97840306 0.99177831],[-0.65444337 -0.72001226 -0.5849258   0.00123384],[-2.01207949 -2.7219118  -1.45832898  0.11259507]
Item,Random,User-corpus,1.0,0.5,[0.33105991 0.26311663 0.40021991],[0.42286347 0.40634048 0.44137223],[-0.09180356 -0.16050588 -0.01773476  0.00137908],[-0.29274488 -0.59500647 -0.04386598  0.02236433]
Item,User,User-corpus,1.0,0.5,[0.33105991 0.26311663 0.40021991],[0.08485908 0.04057988 0.1473731 ],[0.24620083 0.14814474 0.33465604 0.0023327 ],[0.7392414  0.51868819 0.8855503  0.00913675]
Ideal,Item,User-corpus,1.0,0.5,[0.9847429  0.97758902 0.99116227],[0.32870511 0.26063988 0.39831111],[0.65603779 0.58703249 0.7240727  0.00120049],[0.66620668 0.59532753 0.73511358 0.00123864]
Ideal,Random,User-corpus,1.0,0.5,[0.9847429  0.97758902 0.99116227],[0.42286347 0.40634048 0.44137223],[5.61879421e-01 5.41329925e-01 5.81335147e-01 1.06327118e-04],[5.70571910e-01 5.51278315e-01 5.88569003e-01 9.05977915e-05]
Ideal,User,User-corpus,1.0,0.5,[0.9847429  0.97758902 0.99116227],[0.08485908 0.04057988 0.1473731 ],[8.99883813e-01 8.37536425e-01 9.44883504e-01 7.97635270e-04],[9.13828388e-01 8.50475148e-01 9.58868133e-01 8.15888798e-04]
Random,Item,User-corpus,1.0,0.5,[0.42215507 0.40369709 0.43965219],[0.32870511 0.26063988 0.39831111],[0.09344996 0.02173143 0.16331024 0.00131266],[0.22093465 0.05236677 0.38072691 0.00717202]
Random,Ideal,User-corpus,1.0,0.5,[0.42215507 0.40369709 0.43965219],[0.98550329 0.97840306 0.99177831],[-5.63348220e-01 -5.83602420e-01 -5.42435522e-01  1.08599346e-04],[-1.3355624  -1.44450065 -1.234716    0.00275051]
Random,User,User-corpus,1.0,0.5,[0.42215507 0.40369709 0.43965219],[0.08485908 0.04057988 0.1473731 ],[0.33729598 0.26761422 0.38675091 0.00092987],[0.7987316  0.64610032 0.90592259 0.00456281]
User,Ideal,User-corpus,1.0,0.5,[0.08347706 0.03999206 0.14730485],[0.98550329 0.97840306 0.99177831],[-9.02026223e-01 -9.45445088e-01 -8.38000000e-01  7.87708900e-04],[-12.22774343 -23.49773127  -5.68778933  21.93747537]
User,Random,User-corpus,1.0,0.5,[0.08347706 0.03999206 0.14730485],[0.42286347 0.40634048 0.44137223],[-0.33938641 -0.38839516 -0.26837076  0.00093982],[-4.68269963 -9.45055837 -1.84252577  4.16272143]
User,Item,User-corpus,1.0,0.5,[0.08347706 0.03999206 0.14730485],[0.32870511 0.26063988 0.39831111],[-0.24522804 -0.33951296 -0.15055989  0.00230876],[-3.44336871 -7.82134953 -1.09228149  3.09219812]
Item,Ideal,Naive,1.0,0.2,[0.83237725 0.6909901  0.92799299],[0.99943936 0.99777485 1.        ],[-0.16706211 -0.30831607 -0.07200701  0.00363403],[-0.20800381 -0.4461958  -0.07759435  0.00957369]
Item,Random,Naive,1.0,0.2,[0.46258339 0.39663359 0.52411924],[0.47226295 0.44721892 0.4966769 ],[-0.00967957 -0.07868877  0.05966762  0.00124574],[-0.02595503 -0.1983792   0.11523422  0.00607738]
Item,User,Naive,1.0,0.2,[0.4364349  0.36677449 0.502541  ],[0.41645389 0.30239476 0.53072872],[ 0.01998101 -0.0948429   0.1375789   0.00351546],[ 0.04317057 -0.2270675   0.29817422  0.01681576]
Ideal,Item,Naive,1.0,0.2,[0.99942476 0.99875    1.        ],[0.96007229 0.91851496 0.98810046],[0.03935247 0.01151049 0.08097524 0.00031402],[0.03937475 0.01151496 0.08101653 0.00034091]
Ideal,Random,Naive,1.0,0.2,[0.99941894 0.99873418 0.9998708 ],[0.47251976 0.44860928 0.49723319],[5.26899180e-01 5.01865000e-01 5.50739020e-01 1.55447589e-04],[5.27205264e-01 5.02453734e-01 5.51098165e-01 1.49247401e-04]
Ideal,User,Naive,1.0,0.2,[0.99945405 0.998765   1.        ],[0.93762956 0.87659298 0.9752193 ],[0.06182449 0.02423668 0.12273089 0.00063132],[0.06185764 0.02425493 0.12281392 0.00067571]
Random,Item,Naive,1.0,0.2,[0.47250752 0.46132571 0.48361458],[0.56893892 0.461093   0.67439394],[-0.0964314  -0.2009379   0.01069792  0.00291478],[-0.20433943 -0.42741661  0.02283972  0.01298551]
Random,Ideal,Naive,1.0,0.2,[0.47229945 0.46056877 0.48401374],[0.99942109 0.99761818 1.        ],[-5.27121640e-01 -5.38684520e-01 -5.15369520e-01  3.53751838e-05],[-1.11640922e+00 -1.16903274e+00 -1.06455088e+00  7.11405545e-04]
Random,User,Naive,1.0,0.2,[0.47252628 0.46168091 0.48347132],[0.17582457 0.12028672 0.24917493],[0.29670172 0.21975381 0.35229722 0.00114326],[0.62787684 0.46739068 0.74406508 0.00498663]
