algo1,algo2,method,gamma_pref,treatment_percentage,TUR_algo_1,TUR_algo_2,TE,Percentage_TE
User,Ideal,Naive,1.0,0.2,[0.26807729 0.11479828 0.56760276],[0.99939102 0.99747378 1.        ],[-0.73131373 -0.88446263 -0.43188137  0.01332972],[-3.5355312  -7.71063479 -0.76088833  3.95120408]
User,Random,Naive,1.0,0.2,[0.10334488 0.07566662 0.15110448],[0.47221372 0.44676901 0.49806965],[-0.36886883 -0.40855938 -0.31517185  0.00056755],[-3.70071898 -5.33428918 -2.08491811  0.60363799]
User,Item,Naive,1.0,0.2,[0.18151724 0.10227242 0.29345602],[0.39071574 0.27404167 0.50343599],[-0.2091985  -0.34408231 -0.09228229  0.0041261 ],[-1.30168417 -2.9374057  -0.34208637  0.4549089 ]
Item,Ideal,Split,1.0,0.2,[0.4252976  0.34984206 0.48863051],[0.99941162 0.9975832  1.        ],[-0.57411402 -0.64953194 -0.51069114  0.00125448],[-1.36724153 -1.85773762 -1.04516924  0.04344515]
Item,Random,Split,1.0,0.2,[0.4257513  0.35820432 0.49096263],[0.4726341  0.44690236 0.49766082],[-0.0468828  -0.12234476  0.02294478  0.00137371],[-0.11771652 -0.33453072  0.04800949  0.00971822]
Item,User,Split,1.0,0.2,[0.42389206 0.34864588 0.48697649],[0.14366358 0.0617284  0.24506614],[0.28022848 0.13480687 0.38779112 0.004165  ],[0.65715199 0.35322521 0.85696677 0.01716668]
Ideal,Item,Split,1.0,0.2,[0.99939802 0.99874932 0.99986776],[0.27153118 0.16961869 0.38396044],[0.72786685 0.61523263 0.82967976 0.00299274],[0.72830611 0.61572949 0.83026832 0.00302783]
Ideal,Random,Split,1.0,0.2,[0.99940267 0.99868421 0.99986772],[0.47234659 0.44574819 0.4986125 ],[5.27056080e-01 5.01035910e-01 5.53840700e-01 1.81457326e-04],[5.27370952e-01 5.01190813e-01 5.54142508e-01 1.69675354e-04]
Ideal,User,Split,1.0,0.2,[0.99943771 0.99880952 1.        ],[0.13965108 0.06666667 0.24564518],[0.85978663 0.75354513 0.93292858 0.00209408],[0.86027044 0.75415578 0.93330634 0.0023349 ]
Random,Item,Split,1.0,0.2,[0.47218943 0.46081831 0.48313086],[0.27036329 0.17058279 0.38600725],[0.20182615 0.08258611 0.30350431 0.00317608],[0.42720596 0.17826355 0.63858134 0.01394694]
Random,Ideal,Split,1.0,0.2,[0.47205055 0.46073904 0.48416898],[0.99941675 0.99753086 1.        ],[-5.27366210e-01 -5.38866940e-01 -5.15035000e-01  3.69612508e-05],[-1.11751033e+00 -1.16969421e+00 -1.06282452e+00  7.00715071e-04]
Random,User,Split,1.0,0.2,[0.47203535 0.46016158 0.48312249],[0.14288204 0.06797042 0.25837191],[0.3291533  0.2139705  0.40428724 0.00235712],[0.69729232 0.45911546 0.85444889 0.01111713]
User,Ideal,Split,1.0,0.2,[0.10239979 0.0692605  0.16120762],[0.99942182 0.99758454 1.        ],[-8.97022030e-01 -9.30576080e-01 -8.37490090e-01  5.63892749e-04],[ -9.19377519 -13.4246442   -5.19511017   4.06200711]
User,Random,Split,1.0,0.2,[0.10284963 0.06762069 0.16471666],[0.47206107 0.44794883 0.49736508],[-0.36921144 -0.4139875  -0.30534664  0.00076809],[-3.81745235 -6.03715662 -1.87146431  1.05943235]
User,Item,Split,1.0,0.2,[0.10404399 0.07041551 0.17032971],[0.27406322 0.1759232  0.39420021],[-0.17001923 -0.31025341 -0.05222309  0.00433281],[-1.77430488 -3.80035127 -0.36320361  0.75949998]
Item,Ideal,Cluster,1.0,0.16,[0.63424531 0.50325673 0.77724589],[0.9993799 0.9962963 1.       ],[-0.36513459 -0.49405937 -0.22166177  0.00482875],[-0.59623319 -0.98162093 -0.28524094  0.03320662]
Item,Random,Cluster,1.0,0.17,[0.47121331 0.38915945 0.53784616],[0.4720806  0.44611111 0.49814815],[-0.00086729 -0.08178725  0.06968199  0.00149306],[-0.00872996 -0.20330589  0.13012061  0.00804564]
Item,User,Cluster,1.0,0.15,[0.43765391 0.36175479 0.50609226],[0.37167091 0.22289931 0.51819949],[ 0.065983   -0.0843384   0.22078436  0.00605867],[ 0.14743737 -0.20194888  0.48164355  0.03162277]
Ideal,Item,Cluster,1.0,0.19,[0.99941803 0.99866049 1.        ],[0.90205842 0.72659465 0.9805787 ],[0.09735961 0.01850871 0.27251113 0.00419859],[0.09741417 0.01852563 0.27275491 0.00436069]
Ideal,Random,Cluster,1.0,0.15,[0.99940624 0.99861111 1.        ],[0.47196684 0.44733998 0.49630208],[5.27439400e-01 5.03195460e-01 5.52258090e-01 1.56649681e-04],[5.27751856e-01 5.03337675e-01 5.52413058e-01 1.65192940e-04]
Ideal,User,Cluster,1.0,0.17,[0.99942561 0.99868421 1.        ],[0.82190909 0.53343621 0.96143791],[0.17751653 0.03788706 0.46595496 0.01192486],[0.17762198 0.03791231 0.46623882 0.01090341]
Random,Item,Cluster,1.0,0.18,[0.47184403 0.46103711 0.48285665],[0.58078298 0.44509632 0.69200903],[-0.10893895 -0.22018148  0.03177652  0.00413128],[-0.23120828 -0.47075858  0.06821987  0.01959489]
Random,Ideal,Cluster,1.0,0.22,[0.47249734 0.46104234 0.48419038],[0.99938087 0.99649123 1.        ],[-5.2688353e-01 -5.3884137e-01 -5.1496531e-01  3.7098230e-05],[-1.11543658e+00 -1.16899821e+00 -1.06421599e+00  7.16186094e-04]
Random,User,Cluster,1.0,0.21,[0.4722139  0.46061793 0.48428662],[0.17832042 0.11060546 0.29261696],[0.29389348 0.17662097 0.3645793  0.00229906],[0.62215471 0.37735646 0.76538636 0.00994491]
User,Ideal,Cluster,1.0,0.24,[0.30360282 0.11095492 0.56948611],[0.99939621 0.99603175 1.        ],[-0.69579339 -0.88863985 -0.43051389  0.01365833],[-3.10383673 -8.00235192 -0.75596944  4.29618718]
User,Random,Cluster,1.0,0.25,[0.10572578 0.07594937 0.15924727],[0.47167559 0.44573439 0.49555556],[-0.36594981 -0.40568847 -0.3056589   0.00065116],[-3.61809243 -5.25086788 -1.90942669  0.69054817]
User,Item,Cluster,1.0,0.13,[0.17148933 0.09646512 0.27707431],[0.41887201 0.27315359 0.55707246],[-0.24738268 -0.39341476 -0.09982141  0.00560945],[-1.6054988  -3.49719601 -0.41649835  0.62379585]
Item,Ideal,User-corpus,1.0,0.2,[0.40810573 0.35672248 0.44777203],[0.85833857 0.80935119 0.88688889],[-0.45023284 -0.50886206 -0.38786988  0.00123644],[-1.11276202 -1.43149657 -0.89668527  0.02471082]
Item,Random,User-corpus,1.0,0.2,[0.42165451 0.37485134 0.48484659],[0.31553143 0.29901696 0.33399691],[0.10612307 0.05084499 0.16544889 0.00137202],[0.24646891 0.13501913 0.34122568 0.00473755]
Item,User,User-corpus,1.0,0.2,[0.43170448 0.38229449 0.46721251],[0.05153331 0.02071188 0.09464912],[0.38017117 0.33052062 0.43160402 0.00147266],[0.88008438 0.79139163 0.95288005 0.00277936]
Ideal,Item,User-corpus,1.0,0.2,[0.99633542 0.99489667 0.99727473],[0.14816117 0.11114181 0.18894444],[8.48174252e-01 8.07870495e-01 8.85694307e-01 5.58767638e-04],[8.51294175e-01 8.10449570e-01 8.88505323e-01 5.62490718e-04]
Ideal,Random,User-corpus,1.0,0.2,[0.99533858 0.99389416 0.99648401],[0.31125185 0.27854853 0.33085749],[6.84086735e-01 6.64268775e-01 7.17914643e-01 3.03349567e-04],[6.87283725e-01 6.67522040e-01 7.20461993e-01 2.96224340e-04]
Ideal,User,User-corpus,1.0,0.2,[0.9955424 0.9944642 0.9965946],[0.0545946  0.03573333 0.08235152],[9.40947802e-01 9.14099652e-01 9.59126886e-01 1.71356944e-04],[9.45166692e-01 9.17353758e-01 9.64082664e-01 1.83156069e-04]
Random,Item,User-corpus,1.0,0.2,[0.45874903 0.45165123 0.46844066],[0.15890136 0.11069444 0.22229446],[0.29984767 0.23727046 0.35463624 0.00150253],[0.65352496 0.516324   0.76196045 0.00690376]
Random,Ideal,User-corpus,1.0,0.2,[0.45678553 0.44839747 0.46434159],[0.84376879 0.8        0.88219444],[-0.38698326 -0.42643627 -0.34159984  0.0010692 ],[-0.84768884 -0.93732063 -0.7451766   0.00590301]
Random,User,User-corpus,1.0,0.2,[0.46206542 0.45166968 0.47151385],[0.05853283 0.03074074 0.09124215],[4.03532594e-01 3.67665724e-01 4.36683476e-01 4.24868807e-04],[0.87329542 0.80116854 0.93406166 0.00180354]
User,Ideal,User-corpus,1.0,0.2,[0.08909357 0.06471543 0.12535304],[0.83232591 0.76085839 0.88800926],[-0.74323233 -0.81954383 -0.66785606  0.00213652],[ -8.84461323 -12.66713361  -5.61710675   5.53427163]
User,Random,User-corpus,1.0,0.2,[0.08156607 0.05854041 0.10291889],[0.31862403 0.29134882 0.35460434],[-0.23705795 -0.28285746 -0.19414159  0.00067248],[-3.05116578 -4.79370649 -1.9498605   0.76501362]
User,Item,User-corpus,1.0,0.2,[0.09842174 0.07447901 0.11947412],[0.1555881  0.12800572 0.18703425],[-0.05716636 -0.09692583 -0.01497078  0.00090119],[-0.63821289 -1.26914686 -0.12965407  0.16157178]
Item,Ideal,Naive,1.0,0.4,[0.93313688 0.86237161 0.96578611],[0.99944887 0.9982906  1.        ],[-0.06631199 -0.13744655 -0.03346857  0.00070358],[-0.07193663 -0.1595154  -0.03466389  0.00098499]
Item,Random,Naive,1.0,0.4,[0.47448898 0.4021809  0.54257356],[0.47221654 0.45405074 0.49039143],[ 0.00227243 -0.07083438  0.07368889  0.00135926],[-0.00098155 -0.17579397  0.13502275  0.00636601]
Item,User,Naive,1.0,0.4,[0.41982112 0.33747069 0.49357467],[0.36324885 0.24984276 0.47207685],[ 0.05657228 -0.03740115  0.1583232   0.00249297],[ 0.13329369 -0.09372747  0.37230063  0.01440214]
Ideal,Item,Naive,1.0,0.4,[0.99941874 0.99852914 1.        ],[0.95279811 0.91627907 0.97778455],[0.04662064 0.02127911 0.08295229 0.00024753],[0.04664711 0.02129903 0.08301638 0.00025752]
Ideal,Random,Naive,1.0,0.4,[0.9994169  0.99853215 1.        ],[0.47227147 0.45524921 0.48923009],[5.27145430e-01 5.10067950e-01 5.44423220e-01 7.68094399e-05],[5.27452884e-01 5.10373409e-01 5.44666059e-01 7.25376348e-05]
Ideal,User,Naive,1.0,0.4,[0.99945925 0.9986354  1.        ],[0.88658313 0.75960967 0.95016207],[0.11287612 0.04917705 0.23911111 0.00234765],[0.11293702 0.04919506 0.23941732 0.0025785 ]
Random,Item,Naive,1.0,0.4,[0.47247416 0.45932215 0.48539609],[0.50363822 0.42528181 0.5777862 ],[-0.03116406 -0.10868162  0.05074116  0.00165397],[-0.06622847 -0.23281234  0.1064656   0.00739599]
Random,Ideal,Naive,1.0,0.4,[0.47234006 0.45854303 0.48587751],[0.99942017 0.99824528 1.        ],[-5.27080110e-01 -5.41071070e-01 -5.13306580e-01  5.01657451e-05],[-1.11637993e+00 -1.17971525e+00 -1.05669506e+00  1.04043548e-03]
Random,User,Naive,1.0,0.4,[0.47264927 0.45844391 0.48545566],[0.13233883 0.09406439 0.19640564],[0.34031044 0.27393607 0.38260923 0.00076855],[0.71997732 0.58485675 0.80133574 0.00317726]
User,Ideal,Naive,1.0,0.4,[0.6705517  0.33016327 0.88828704],[0.9994059  0.99814815 1.        ],[-0.3288542  -0.66845805 -0.11123061  0.02020658],[-0.59890145 -2.02463364 -0.12521923  0.27123798]
User,Random,Naive,1.0,0.4,[0.11255198 0.08120929 0.16368728],[0.47222476 0.45505021 0.48856275],[-0.35967278 -0.3956722  -0.30188092  0.00057247],[-3.33180281 -4.85347701 -1.82362636  0.56754198]
User,Item,Naive,1.0,0.4,[0.28716516 0.18174045 0.40151766],[0.40423334 0.31637142 0.48917361],[-0.11706818 -0.22529365 -0.01743067  0.00281179],[-0.45476785 -1.11453669 -0.04200416  0.08382234]
Item,Ideal,Split,1.0,0.4,[0.38963253 0.30514214 0.46706218],[0.99941417 0.9981982  1.        ],[-0.60978164 -0.69450975 -0.53263555  0.00170523],[-1.59330524 -2.27626344 -1.1403857   0.07884284]
Item,Random,Split,1.0,0.4,[0.39005205 0.30387548 0.46736207],[0.47234441 0.45408382 0.48970241],[-0.08229236 -0.17046672 -0.00397969  0.0018038 ],[-0.22586322 -0.56288893 -0.00862514  0.02025247]
Item,User,Split,1.0,0.4,[0.38670224 0.30514994 0.46711027],[0.12333127 0.0643397  0.21866531],[0.26337097 0.13583018 0.36949705 0.00355322],[0.67569207 0.39314795 0.84103539 0.01372835]
Ideal,Item,Split,1.0,0.4,[0.99939315 0.99851852 1.        ],[0.33533176 0.24221505 0.43122302],[0.66406139 0.56816377 0.7572735  0.00232732],[0.66446556 0.56851239 0.75773774 0.00236716]
Ideal,Random,Split,1.0,0.4,[0.99940664 0.99853242 1.        ],[0.47211729 0.45436481 0.4893952 ],[5.27289350e-01 5.10172240e-01 5.45297600e-01 8.02914746e-05],[5.27602149e-01 5.10599571e-01 5.45487310e-01 7.94736000e-05]
Ideal,User,Split,1.0,0.4,[0.99943953 0.99863194 1.        ],[0.12015473 0.06348099 0.21149898],[0.8792848  0.78715771 0.93617546 0.00144512],[0.879778   0.7882158  0.93648602 0.00156749]
Random,Item,Split,1.0,0.4,[0.47207945 0.45875992 0.48506679],[0.33577719 0.24442308 0.434063  ],[0.13630226 0.03855548 0.22846233 0.00234698],[0.28855724 0.08439203 0.48173378 0.01075564]
Random,Ideal,Split,1.0,0.4,[0.47207172 0.45808584 0.48607771],[0.99942227 0.99829012 1.        ],[-5.27350560e-01 -5.41229930e-01 -5.13230540e-01  5.10181852e-05],[-1.11754951e+00 -1.18131948e+00 -1.05671920e+00  9.58664809e-04]
Random,User,Split,1.0,0.4,[0.47215959 0.45852691 0.48550003],[0.12439121 0.06395437 0.22819148],[0.34776838 0.24483456 0.41042464 0.00178442],[0.73652539 0.51946302 0.86391918 0.00744555]
User,Ideal,Split,1.0,0.4,[0.11196927 0.06872058 0.19475673],[0.99940905 0.99824528 1.        ],[-0.88743978 -0.93053831 -0.80496985  0.0010261 ],[ -8.60475478 -13.53775031  -4.13320744   6.18648569]
User,Random,Split,1.0,0.4,[0.11074047 0.06703689 0.19379683],[0.47198886 0.45469444 0.48943236],[-0.36124839 -0.4087552  -0.28312015  0.00102719],[-3.57060232 -6.08970207 -1.46092178  1.36699138]
User,Item,Split,1.0,0.4,[0.11165283 0.06487085 0.19570243],[0.33819645 0.24205263 0.43071704],[-0.22654362 -0.34770053 -0.1058447   0.00380663],[-2.2932566  -4.96012855 -0.61706119  1.22062284]
Item,Ideal,Cluster,1.0,0.43,[0.76385122 0.60902685 0.90468293],[0.99941498 0.99771964 1.        ],[-0.23556376 -0.39067257 -0.095137    0.00568391],[-0.32216625 -0.64193421 -0.10514042  0.01898094]
Item,Random,Cluster,1.0,0.36,[0.49636316 0.40654266 0.5761911 ],[0.47226596 0.45522401 0.48981692],[ 0.02409721 -0.06605946  0.10442115  0.00189138],[ 0.04065354 -0.16354539  0.18283358  0.00836145]
Item,User,Cluster,1.0,0.37,[0.42827297 0.3374497  0.51182828],[0.31461391 0.19131436 0.43778184],[ 0.11365906 -0.00774455  0.25460565  0.0044791 ],[ 0.2621295  -0.01768789  0.54197631  0.02068422]
Ideal,Item,Cluster,1.0,0.36,[0.9994118  0.99830508 1.        ],[0.85119423 0.69043104 0.95285285],[0.14821757 0.04650567 0.30900296 0.00448412],[0.14830553 0.04653435 0.30917795 0.00541547]
Ideal,Random,Cluster,1.0,0.31,[0.99938278 0.99827586 1.        ],[0.47214104 0.45498575 0.48863091],[5.27241740e-01 5.10919710e-01 5.44454830e-01 7.31859299e-05],[5.27566562e-01 5.11251992e-01 5.44766743e-01 7.23505092e-05]
Ideal,User,Cluster,1.0,0.39,[0.99943896 0.99838702 1.        ],[0.69699427 0.37656476 0.87807104],[0.30244469 0.12138476 0.62197176 0.01630749],[0.30262616 0.12144663 0.62288325 0.01600266]
Random,Item,Cluster,1.0,0.41,[0.47170348 0.45901573 0.48403631],[0.53128347 0.41987971 0.62012282],[-0.05957999 -0.15053391  0.05277308  0.00268988],[-0.12656905 -0.32176846  0.11119618  0.01192137]
Random,Ideal,Cluster,1.0,0.36,[0.47242847 0.45878772 0.48577054],[0.99939848 0.99783951 1.        ],[-5.26970010e-01 -5.40678220e-01 -5.13423360e-01  4.83410163e-05],[-1.11590940e+00 -1.17852074e+00 -1.05721577e+00  9.84258816e-04]
Random,User,Cluster,1.0,0.4,[0.47207824 0.45784656 0.48483285],[0.13887443 0.09205865 0.22396589],[0.33320382 0.24908521 0.38356722 0.00117695],[0.70566923 0.52436366 0.80704755 0.00495731]
User,Ideal,Cluster,1.0,0.41,[0.51364059 0.21072475 0.77257843],[0.99941778 0.99758416 1.        ],[-0.48577719 -0.78793468 -0.22741526  0.02044604],[-1.19355752 -3.7390569  -0.29435896  0.83603553]
User,Random,Cluster,1.0,0.42,[0.1185558  0.08221648 0.18295077],[0.47187352 0.4549127  0.48796579],[-0.35331772 -0.39535484 -0.28929151  0.00073208],[-3.14669024 -4.71197337 -1.59833036  0.65112857]
User,Item,Cluster,1.0,0.34,[0.24397938 0.14083936 0.3572617 ],[0.41900691 0.30770062 0.51283103],[-0.17502752 -0.30661767 -0.05639687  0.0040745 ],[-0.80151561 -2.06558478 -0.18280418  0.21030873]
Item,Ideal,User-corpus,1.0,0.4,[0.3653283  0.29770219 0.43691303],[0.97393611 0.96096774 0.98498536],[-0.60860781 -0.67456669 -0.53546751  0.00125156],[-1.69160206 -2.27190156 -1.22787433  0.07104354]
Item,Random,User-corpus,1.0,0.4,[0.3653283  0.29770219 0.43691303],[0.40068338 0.3798713  0.42195139],[-0.03535508 -0.10450783  0.03864315  0.00142017],[-0.10756243 -0.34886004  0.09154725  0.01340052]
Item,User,User-corpus,1.0,0.4,[0.3653283  0.29770219 0.43691303],[0.07690742 0.0358755  0.13553006],[0.28842088 0.19606662 0.37875151 0.0022022 ],[0.78629823 0.61116346 0.90896599 0.00582321]
Ideal,Item,User-corpus,1.0,0.4,[0.98956261 0.98449054 0.99396839],[0.28299411 0.21920134 0.3484865 ],[0.7065685  0.64153913 0.77083667 0.00108667],[0.71402334 0.64853969 0.77879135 0.00111054]
Ideal,Random,User-corpus,1.0,0.4,[0.98956261 0.98449054 0.99396839],[0.40068338 0.3798713  0.42195139],[5.88879231e-01 5.66967695e-01 6.11481835e-01 1.34251144e-04],[5.95082287e-01 5.73049063e-01 6.16828858e-01 1.25417874e-04]
Ideal,User,User-corpus,1.0,0.4,[0.98956261 0.98449054 0.99396839],[0.07690742 0.0358755  0.13553006],[9.12655194e-01 8.52989473e-01 9.53893224e-01 6.34363176e-04],[9.22283618e-01 8.62893325e-01 9.63842832e-01 6.47165608e-04]
Random,Item,User-corpus,1.0,0.4,[0.43834436 0.42358674 0.45389224],[0.28299411 0.21920134 0.3484865 ],[0.15535024 0.0843378  0.22335758 0.00119979],[0.35406785 0.19260001 0.5056451  0.00599264]
Random,Ideal,User-corpus,1.0,0.4,[0.43834436 0.42358674 0.45389224],[0.97393611 0.96096774 0.98498536],[-5.35591751e-01 -5.57047738e-01 -5.12762020e-01  1.16746719e-04],[-1.22258018 -1.31346479 -1.1372593   0.00194057]
Random,User,User-corpus,1.0,0.4,[0.43834436 0.42358674 0.45389224],[0.07690742 0.0358755  0.13553006],[0.36143694 0.29805164 0.40829253 0.00072812],[0.82440292 0.68624465 0.91805488 0.00335215]
User,Ideal,User-corpus,1.0,0.4,[0.08823059 0.04739947 0.14725198],[0.97393611 0.96096774 0.98498536],[-8.85705513e-01 -9.27935889e-01 -8.25180135e-01  7.25044589e-04],[-11.08566082 -19.58923709  -5.61447901  13.8586232 ]
User,Random,User-corpus,1.0,0.4,[0.08823059 0.04739947 0.14725198],[0.40068338 0.3798713  0.42195139],[-0.31245279 -0.36276506 -0.24643978  0.00086585],[-3.97517512 -7.47872959 -1.68144589  2.40623578]
User,Item,User-corpus,1.0,0.4,[0.08823059 0.04739947 0.14725198],[0.28299411 0.21920134 0.3484865 ],[-0.19476352 -0.27795859 -0.10775746  0.00204962],[-2.53168024 -5.40123286 -0.78656604  1.537653  ]
Item,Ideal,Naive,1.0,0.8,[0.96109286 0.91829635 0.98819973],[0.99945161 0.99878049 1.        ],[-0.03835875 -0.08064822 -0.01101357  0.00031556],[-0.04030166 -0.08782429 -0.01114282  0.00041394]
Item,Random,Naive,1.0,0.8,[0.56687812 0.46304473 0.67334343],[0.47231769 0.46049232 0.48416844],[ 0.09456043 -0.0128317   0.19944744  0.00293253],[ 0.15966015 -0.02795617  0.29795723  0.00634862]
Item,User,Naive,1.0,0.8,[0.39201791 0.27776144 0.51243634],[0.17999359 0.09877266 0.29467773],[0.21202432 0.09013078 0.34671055 0.00428423],[0.53594076 0.27518562 0.75052897 0.01621881]
Ideal,Item,Naive,1.0,0.8,[0.99937518 0.99738562 1.        ],[0.83203719 0.69578467 0.92696918],[0.16733798 0.07040075 0.30421533 0.00355771],[0.1674425  0.07046262 0.30421533 0.00359871]
Ideal,Random,Naive,1.0,0.8,[0.99940517 0.99747378 1.        ],[0.47229545 0.46097553 0.48285979],[5.27109720e-01 5.16387880e-01 5.38463960e-01 3.17155162e-05],[5.27423152e-01 5.16946206e-01 5.38726226e-01 3.18429234e-05]
Ideal,User,Naive,1.0,0.8,[0.9994268  0.99752946 1.        ],[0.26596004 0.11047642 0.53222944],[0.73346676 0.46681646 0.88901122 0.01159988],[0.73388989 0.4672623  0.88952304 0.01352193]
Random,Item,Naive,1.0,0.8,[0.47211154 0.4481401  0.49824781],[0.45991068 0.39435204 0.52559934],[ 0.01220086 -0.06248589  0.08556273  0.00142638],[ 0.02501568 -0.13790208  0.17585169  0.00610537]
Random,Ideal,Naive,1.0,0.8,[0.47237308 0.446458   0.49766374],[0.9994199  0.99874995 0.99987243],[-5.27046820e-01 -5.52683080e-01 -5.01553570e-01  1.70126171e-04],[-1.11742597 -1.23792853 -1.00753201  0.00359258]
Random,User,Naive,1.0,0.8,[0.47262914 0.44753086 0.49804194],[0.10326679 0.0741563  0.15225939],[0.36936235 0.31874133 0.41128836 0.00055738],[0.78139583 0.68101242 0.84289668 0.00164442]
User,Ideal,Naive,1.0,0.8,[0.93738879 0.87776749 0.97677156],[0.99940285 0.99868421 0.99987229],[-0.06201406 -0.12177609 -0.02280851  0.0006374 ],[-0.06699121 -0.13873445 -0.02337055  0.00091532]
User,Random,Naive,1.0,0.8,[0.17652725 0.12116124 0.25202689],[0.47211451 0.45985103 0.48347402],[-0.29558726 -0.35173395 -0.21811487  0.00116189],[-1.76789097 -2.90634099 -0.86734824  0.26686965]
User,Item,Naive,1.0,0.8,[0.41656039 0.29996212 0.53090608],[0.43775713 0.37495681 0.49899868],[-0.02119675 -0.13806421  0.09365088  0.00349411],[-0.07021442 -0.44812273  0.17346716  0.02430288]
Item,Ideal,Split,1.0,0.8,[0.27423041 0.17058742 0.38439534],[0.99942503 0.99871753 1.        ],[-0.72519462 -0.82834021 -0.6146142   0.00297264],[-2.80217446 -4.8566946  -1.60019517  0.68353416]
Item,Random,Split,1.0,0.8,[0.27337951 0.16941886 0.39632222],[0.47238237 0.46152431 0.48389693],[-0.19900286 -0.30252487 -0.07124107  0.00348111],[-0.80615366 -1.79596943 -0.17929363  0.15916542]
Item,User,Split,1.0,0.8,[0.27373484 0.17017452 0.3951716 ],[0.10247959 0.06934121 0.16278692],[0.17125526 0.05705934 0.30282253 0.00393062],[0.60719659 0.29943341 0.79353628 0.01745652]
Ideal,Item,Split,1.0,0.8,[0.99942855 0.99766082 1.        ],[0.4255734  0.35552928 0.48944702],[0.57385514 0.50904167 0.6435935  0.00117817],[0.57418317 0.51012999 0.64415472 0.00126009]
Ideal,Random,Split,1.0,0.8,[0.99942013 0.99761905 1.        ],[0.47217158 0.46070277 0.48361188],[5.27248550e-01 5.15409610e-01 5.38610540e-01 3.50298803e-05],[5.27554181e-01 5.16029253e-01 5.39160264e-01 3.44731709e-05]
Ideal,User,Split,1.0,0.8,[0.99943834 0.99738484 1.        ],[0.10287016 0.06987521 0.16313867],[8.96568180e-01 8.35298540e-01 9.30124790e-01 5.85173996e-04],[8.97071586e-01 8.36576114e-01 9.30124790e-01 6.02057812e-04]
Random,Item,Split,1.0,0.8,[0.47139188 0.44721451 0.49597514],[0.42422229 0.35567432 0.49083735],[ 0.04716959 -0.02548787  0.12280737  0.00143114],[ 0.09937523 -0.05558948  0.25291132  0.00596363]
Random,Ideal,Split,1.0,0.8,[0.47220498 0.44657164 0.49546236],[0.99942842 0.99872274 0.99986772],[-5.2722344e-01 -5.5323777e-01 -5.0422994e-01  1.5629994e-04],[-1.11796297 -1.23892447 -1.01747582  0.0030912 ]
Random,User,Split,1.0,0.8,[0.47160342 0.4465518  0.49649958],[0.10279437 0.06964423 0.16448309],[0.36880905 0.30619669 0.40962384 0.00069614],[0.78194863 0.65290311 0.8532732  0.00267494]
User,Ideal,Split,1.0,0.8,[0.1415269  0.06110119 0.25130051],[0.99941636 0.99870784 0.99986776],[-0.85788946 -0.93852017 -0.74824606  0.00235606],[ -7.05430408 -15.36388205  -2.97749612  10.16116324]
